Invoice Created Date,Year,Month,Quarter,QY,Commodity,Description,Supplier,Reporting Total,PO Ship-To City,Chart Of Accounts,Accounting Total Currency,Invoice #
7/3/2024,2024,7,Q3,Q3-2024,Industrial Gases,Cylinder Blanket 2024,AIRGAS USA LLC_US_69316438,7765.37,Asheville,US_500-BAAN,USD,5508956387
7/3/2024,2024,7,Q3,Q3-2024,Industrial Gases,Cylinder Blanket 2024,AIRGAS USA LLC_US_69316438,31.5,Asheville,US_500-BAAN,USD,5509034145
7/3/2024,2024,7,Q3,Q3-2024,Uniforms,Cintas Uniform Service Blanket for 2022,CINTAS #223_US_70680353,227.48,Asheville,US_500-BAAN,USD,4197368092
7/3/2024,2024,7,Q3,Q3-2024,Uniforms,Cintas Uniform Service Blanket for 2022,CINTAS #223_US_70680353,699.23,Asheville,US_500-BAAN,USD,4197367951
7/3/2024,2024,7,Q3,Q3-2024,Uniforms,Cintas Uniform Service Blanket for 2022,CINTAS #223_US_70680353,20.62,Asheville,US_500-BAAN,USD,4197367789
7/3/2024,2024,7,Q3,Q3-2024,IT Consultant Services,Cognizant_SOW-24-0006_2024-Q1,COGNIZANT WORLDWIDE LIMITED_US_70888001,43289.6,Asheville,US_500-BAAN,USD,CW101-0001856905
7/3/2024,2024,7,Q3,Q3-2024,IT Consultant Services,Cognizant_SOW-24-0006_2024-Q1,COGNIZANT WORLDWIDE LIMITED_US_70888001,44480,Asheville,US_500-BAAN,USD,CW101-0001794053
7/3/2024,2024,7,Q3,Q3-2024,IT Consultant Services,Cognizant_SOW-24-0006_2024-Q1,COGNIZANT WORLDWIDE LIMITED_US_70888001,44633.6,Asheville,US_500-BAAN,USD,CW101-0001822610
7/3/2024,2024,7,Q3,Q3-2024,MRO Services,Mixing Cups Monthly releases,"WESCO DISTRIBUTION, INC.-CCA_US_70121904",58,Asheville,US_500-BAAN,USD,299996
7/3/2024,2024,7,Q3,Q3-2024,Packaging materials,Test Print Plate Samples for ULT HPLRF Labels Optimizations in PCON,UNIFIED2 GLOBAL PACKAGING GROUP LLC_US_70681711,908.57,Asheville,US_500-BAAN,USD,1281001
7/3/2024,2024,7,Q3,Q3-2024,IT Consultant Services,Advanity Maintenance Service Contract 2023/2024,ADVANITY TECHNOLOGIES LLC_US_70776254,33000,Asheville,US_500-BAAN,USD,7344
7/2/2024,2024,7,Q3,Q3-2024,Product Services,GFCI OUTLET TESTER,DIGI KEY ELECTRONICS_US_50051980,12.77,Asheville,US_500-BAAN,USD,105693885
7/2/2024,2024,7,Q3,Q3-2024,MRO Services,"PlstcSht,CstAcrylc,48x96,0.0625T,Clr",GRAINGER_US_243660,992.6,Asheville,US_500-BAAN,USD,9168620095
7/2/2024,2024,7,Q3,Q3-2024,MRO Services,"PlstcSht,CstAcrylc,48x96,0.0625T,Clr",GRAINGER_US_243660,99.26,Asheville,US_500-BAAN,USD,9168507557
7/2/2024,2024,7,Q3,Q3-2024,Site Regulation Management,Blanket PO for decontamination,A FOURTH MAN LLC_US_71061564,1703,Asheville,US_500-BAAN,USD,20240628
7/2/2024,2024,7,Q3,Q3-2024,Product Services,"Minor Alternate Construction (no testing). Unless stated otherwise, the evaluation will be in accordance with standard(s) in the existing report being",UL LLC_US_70425951,3300,Asheville,US_500-BAAN,USD,72020581040
7/2/2024,2024,7,Q3,Q3-2024,Product Services,RES 500 OHM 1% 1/4W AXIAL,DIGI KEY ELECTRONICS_US_50051980,1.38,Asheville,US_500-BAAN,USD,105685882
7/2/2024,2024,7,Q3,Q3-2024,Materials Raw and Finished,SS Surcharge for June,KLOECKNER METALS_US_70753492,78105.02,Asheville,US_500-BAAN,USD,85269459
7/2/2024,2024,7,Q3,Q3-2024,Professional Services,Chamber of Commerce,ASHEVILLE AREA CHAMBER OF COMMERCE_US_70680287,10000,Asheville,US_500-BAAN,USD,151991
7/2/2024,2024,7,Q3,Q3-2024,Professional Services,Chamber of Commerce,ASHEVILLE AREA CHAMBER OF COMMERCE_US_70680287,330,Asheville,US_500-BAAN,USD,152018
7/2/2024,2024,7,Q3,Q3-2024,Professional Services,Chamber of Commerce,ASHEVILLE AREA CHAMBER OF COMMERCE_US_70680287,800,Asheville,US_500-BAAN,USD,148527
7/2/2024,2024,7,Q3,Q3-2024,Office Supplies,TRU RED TANK PERMANENT MARKERS,STAPLES BUSINESS ADVANTAGE_US_246182,67.98,Asheville,US_500-BAAN,USD,6006228394
7/2/2024,2024,7,Q3,Q3-2024,Office Supplies,"PILOT G2 RETRACTABLE GEL PENS,",STAPLES BUSINESS ADVANTAGE_US_246182,160.4,Asheville,US_500-BAAN,USD,6006228415
7/2/2024,2024,7,Q3,Q3-2024,Office Supplies,LOGITECH G305 LIGHTSPEED WIREL,STAPLES BUSINESS ADVANTAGE_US_246182,49.99,Asheville,US_500-BAAN,USD,6006228390
7/2/2024,2024,7,Q3,Q3-2024,Professional Services,Blanket Purchase Order - 2024 - Compliance and Risks Ltd.,COMPLIANCE AND RISK LTD_US_70725230,7547.83,Asheville,US_500-BAAN,USD,6215
7/1/2024,2024,7,Q3,Q3-2024,Industrial Supplies,1/2 GALV T&C A53A S40 PIPE,FERGUSON ENTERPRISES INC._US_70655658,409.11,Asheville,US_500-BAAN,USD,5075894
7/1/2024,2024,7,Q3,Q3-2024,Industrial Supplies,1/2 GALV MI 150# 90 ELL,FERGUSON ENTERPRISES INC._US_70655658,84.57,Asheville,US_500-BAAN,USD,5075894
7/1/2024,2024,7,Q3,Q3-2024,Industrial Supplies,1/2 GALV MI 150# TEE,FERGUSON ENTERPRISES INC._US_70655658,121.73,Asheville,US_500-BAAN,USD,5075894
7/1/2024,2024,7,Q3,Q3-2024,Industrial Supplies,1/2 GALV MI 150# COUP,FERGUSON ENTERPRISES INC._US_70655658,142.2,Asheville,US_500-BAAN,USD,5075894
7/1/2024,2024,7,Q3,Q3-2024,Industrial Supplies,1/2 EPOX PLTD ADJ LD CLEVIS HGR,FERGUSON ENTERPRISES INC._US_70655658,421.12,Asheville,US_500-BAAN,USD,5075894
7/1/2024,2024,7,Q3,Q3-2024,Industrial Supplies,3/8X10 Threaded Rod,FERGUSON ENTERPRISES INC._US_70655658,212.5,Asheville,US_500-BAAN,USD,5075894
7/1/2024,2024,7,Q3,Q3-2024,MRO Services,!8 Volt Drill ,"WESCO DISTRIBUTION, INC.-CCA_US_70121904",270.84,Asheville,US_500-BAAN,USD,297558
7/1/2024,2024,7,Q3,Q3-2024,MRO Services,12 Volt Drill,"WESCO DISTRIBUTION, INC.-CCA_US_70121904",144.87,Asheville,US_500-BAAN,USD,297558
7/1/2024,2024,7,Q3,Q3-2024,MRO Services,Flush Cutters,"WESCO DISTRIBUTION, INC.-CCA_US_70121904",78.7,Asheville,US_500-BAAN,USD,297559
7/1/2024,2024,7,Q3,Q3-2024,MRO Services,6' Phillips bits,"WESCO DISTRIBUTION, INC.-CCA_US_70121904",74.3,Asheville,US_500-BAAN,USD,297559
7/1/2024,2024,7,Q3,Q3-2024,MRO Services,Scissors,"WESCO DISTRIBUTION, INC.-CCA_US_70121904",55.42,Asheville,US_500-BAAN,USD,297559
7/1/2024,2024,7,Q3,Q3-2024,MRO Services,Needle Nose,"WESCO DISTRIBUTION, INC.-CCA_US_70121904",122.1,Asheville,US_500-BAAN,USD,297559
7/1/2024,2024,7,Q3,Q3-2024,MRO Services,Metabo Blades,"WESCO DISTRIBUTION, INC.-CCA_US_70121904",116,Asheville,US_500-BAAN,USD,297559
7/1/2024,2024,7,Q3,Q3-2024,MRO Services,QT 36198 PN 0010798 || North East Precision,NORTH EAST PRECISION_US_70680239,720.45,Asheville,US_500-BAAN,USD,56508
6/29/2024,2024,6,Q2,Q2-2024,Power Management,"Waveshare Industrial 8-Ch Analog Output Module, 12-Bit DA Conversion, Supports 8-Ch Simultaneous Voltage Output, DC 7~36V Wide Voltage Power Supply, Modbus RTU Protocol, Rail-Mount Support",AMAZON CAPITAL SERVICES INC_US_70345775,28.99,Asheville,US_500-BAAN,USD,1MKG-TKCG-WHNK
6/29/2024,2024,6,Q2,Q2-2024,Office Supplies,POST-IT SUPER STICKY EASEL PAD,STAPLES BUSINESS ADVANTAGE_US_246182,122.49,Asheville,US_500-BAAN,USD,6005685486
6/29/2024,2024,6,Q2,Q2-2024,Office Supplies,"SHARPIE TANK HIGHLIGHTER, CHIS",STAPLES BUSINESS ADVANTAGE_US_246182,15.95,Asheville,US_500-BAAN,USD,6005685486
6/29/2024,2024,6,Q2,Q2-2024,Office Supplies,"EXPO DRY ERASE MARKERS, CHISEL",STAPLES BUSINESS ADVANTAGE_US_246182,25.49,Asheville,US_500-BAAN,USD,6005685486
6/29/2024,2024,6,Q2,Q2-2024,Office Supplies,"EXPO DRY ERASE MARKERS, FINE T",STAPLES BUSINESS ADVANTAGE_US_246182,11.15,Asheville,US_500-BAAN,USD,6005685486
6/29/2024,2024,6,Q2,Q2-2024,Office Supplies,"POST-IT NOTES, 3  X 3 , CANARY",STAPLES BUSINESS ADVANTAGE_US_246182,20.65,Asheville,US_500-BAAN,USD,6005685486
6/28/2024,2024,6,Q2,Q2-2024,Office Supplies,"C-Line Stitched Dual Pocket Shop Ticket Holder with Hanging Strap, Both Sides Clear, 9 x 12 Inches, 15 per Box (38912)",AMAZON CAPITAL SERVICES INC_US_70345775,292.9,Asheville,US_500-BAAN,USD,1NHQ-HPGM-TQQ9
6/28/2024,2024,6,Q2,Q2-2024,Product Services,"HMT120 Humidity and Temperature Transmitter, ±1.5 %RH, 4...20 mA",VAISALA INC_US_70581419,5562,Asheville,US_500-BAAN,USD,4000013260
6/28/2024,2024,6,Q2,Q2-2024,MRO Services,MDC 55OH-U 55 GALLON DRUM LEVR LO,"WESCO DISTRIBUTION, INC.-CCA_US_70121904",685.8,Asheville,US_500-BAAN,USD,296951
6/28/2024,2024,6,Q2,Q2-2024,Industrial Supplies,"Enter Item Descriptio	 WRISTBAND ELASTIC ADJUSTABLE 4MMn",DIGI KEY ELECTRONICS_US_50051980,43.2,Asheville,US_500-BAAN,USD,105617950
6/28/2024,2024,6,Q2,Q2-2024,MRO Services,3m scitch-brite cut and polish flap brush,"WESCO DISTRIBUTION, INC.-CCA_US_70121904",515.06,Asheville,US_500-BAAN,USD,296950
6/28/2024,2024,6,Q2,Q2-2024,MRO Services,Milwaukee Ph1,"WESCO DISTRIBUTION, INC.-CCA_US_70121904",23.25,Asheville,US_500-BAAN,USD,296949
6/28/2024,2024,6,Q2,Q2-2024,OEM - Kitting,"FA-24212-20 DBELEC, 4RW, A-Nose, 2-3/4OAL, 1-1/4OFS Ordered As: 167-0420",TJ SNOW CO_US_70653334,41.92,Asheville,US_500-BAAN,USD,1278287
6/28/2024,2024,6,Q2,Q2-2024,Equipment Maintenance and Calibration,Refil canister R134 531-010,INFICON INC_US_70649868,2120,Asheville,US_500-BAAN,USD,71730644
6/28/2024,2024,6,Q2,Q2-2024,Equipment Maintenance and Calibration,refil canister 521-010,INFICON INC_US_70649868,3096,Asheville,US_500-BAAN,USD,71730644
6/28/2024,2024,6,Q2,Q2-2024,Cafe Services,2023 Blanket PO for Cafeteria Services,"WHITT'S CATERING SERVICE, INC_US_70653759",2527.88,Asheville,US_500-BAAN,USD,6344
6/28/2024,2024,6,Q2,Q2-2024,Cafe Services,2023 Blanket PO for Cafeteria Services,"WHITT'S CATERING SERVICE, INC_US_70653759",415.94,Asheville,US_500-BAAN,USD,6343
6/28/2024,2024,6,Q2,Q2-2024,Cafe Services,2023 Blanket PO for Cafeteria Services,"WHITT'S CATERING SERVICE, INC_US_70653759",9020.1,Asheville,US_500-BAAN,USD,6340
6/28/2024,2024,6,Q2,Q2-2024,Industrial Supplies,"Makita® DF012DSE, 7.2v Lithium-Ion Cordless 1/4"" Hex Driver-Drill Kit w/ Auto-Stop Clutch",GLOBAL INDUSTRIAL EQUIPMENT_US_69291235,499.9,Asheville,US_500-BAAN,USD,122072823
6/28/2024,2024,6,Q2,Q2-2024,OEM - Kitting,BEL CLTH 37"X60" 361F 80 YF-WT,AIRGAS USA LLC_US_69316438,765.24,Asheville,US_500-BAAN,USD,9151268599
6/28/2024,2024,6,Q2,Q2-2024,Hand Tools,NMTB 40  6 ACCUPRO DRILL CHUCK ARBOR,MSC INDUSTRIAL SUPPLY CO (EZ BUY)_US_50019280,161.84,Asheville,US_500-BAAN,USD,86201728
6/28/2024,2024,6,Q2,Q2-2024,Hand Tools,130-J6 1/32-1/2 6 JT ALBRECHT CHUCK,MSC INDUSTRIAL SUPPLY CO (EZ BUY)_US_50019280,575,Asheville,US_500-BAAN,USD,86201728
6/27/2024,2024,6,Q2,Q2-2024,Refrigeration components,"NTX2180 semidirect suction, new OLP, 115V/60Hz",NIDEC GLOBAL APPLIANCE NORTH AMERIC_US_70671924,2700,Asheville,US_500-BAAN,USD,350003005
6/27/2024,2024,6,Q2,Q2-2024,Production Equipment and Supplies,WAGO 210 658,NEWARK ELECTRONICS_US_50005138,41.9,Asheville,US_500-BAAN,USD,37235111
6/27/2024,2024,6,Q2,Q2-2024,"IT Hardware, (Product/Custom) - General",Veeam solution medium for Asheville,CDW LLC_US_70985267,50.12,Asheville,US_500-BAAN,USD,5814108
6/27/2024,2024,6,Q2,Q2-2024,Industrial Gases,NITROGEN IND LIQ 180LT 22PSI,AIRGAS USA LLC_US_69316438,864.05,Asheville,US_500-BAAN,USD,9151223845
6/27/2024,2024,6,Q2,Q2-2024,Professional Services,Merck Kenilworth Klatu Subscriptions,KLATU NETWORKS INC_US_69770335,17178,Asheville,US_500-BAAN,USD,8069
6/27/2024,2024,6,Q2,Q2-2024,Professional Services,Abbvie Cambridge Klatu Subscriptions,KLATU NETWORKS INC_US_69770335,17178,Asheville,US_500-BAAN,USD,8058
6/27/2024,2024,6,Q2,Q2-2024,Professional Services,Sanofi Waltham Klatu Subscriptions,KLATU NETWORKS INC_US_69770335,8711.7,Asheville,US_500-BAAN,USD,8066
6/27/2024,2024,6,Q2,Q2-2024,Product Services,SPD140 Bulb Testing and Validation,SCANFIL_US_70652711,2337,Asheville,US_500-BAAN,USD,CD970012534
6/27/2024,2024,6,Q2,Q2-2024,Material Handling Equipment,Blanket PO for Monthly Hoist Inspections,SAFE LIFT INC_US_70652695,1200,Asheville,US_500-BAAN,USD,2332
6/27/2024,2024,6,Q2,Q2-2024,MRO Services,DOW-CORN 308900 PTG12 FROTHPAK KI,"WESCO DISTRIBUTION, INC.-CCA_US_70121904",474.6,Asheville,US_500-BAAN,USD,295974
6/27/2024,2024,6,Q2,Q2-2024,Material Handling Equipment,Blanket for forklift repairs & PM Maintenance for account TFS03,VESCO TOYOTALIFT_US_70653748,4572.32,Asheville,US_500-BAAN,USD,4329932
6/27/2024,2024,6,Q2,Q2-2024,Product Services,HP11515B File Transfer Quote# 2000256232-1,UL LLC_US_70425951,1261,Asheville,US_500-BAAN,USD,72020580445
6/27/2024,2024,6,Q2,Q2-2024,Professional Services,Fees for tax & license services,DUCHARME MCMILLEN & ASSOC INC_US_69302700,2283.17,Asheville,US_500-BAAN,USD,1160914
6/27/2024,2024,6,Q2,Q2-2024,Production Equipment and Supplies,Blanket PO for Striped Towels,CINTAS #223_US_70680353,235.92,Asheville,US_500-BAAN,USD,4175979803
6/27/2024,2024,6,Q2,Q2-2024,Professional Services,India WPC Wireless GMA; MODEL: LPD Edge serial adapter; SERVICES: M5stack with 2.4 GHz WiFi; TUV-SUD Quote 5759730 Rev-12/23/2022 LI 1 (partial) per ATTACHMENT 1,TUV SUD AMERICA INC_US_339819,3000,Asheville,US_500-BAAN,USD,1021038276
6/27/2024,2024,6,Q2,Q2-2024,Production Equipment and Supplies,Blanket PO for Striped Towels,CINTAS #223_US_70680353,235.92,Asheville,US_500-BAAN,USD,4174342817a
6/27/2024,2024,6,Q2,Q2-2024,Material Handling Equipment,"Ironton 28in. 2-Drawer Tool Cart - 30-1/2in.L x 14-1/2in.W x 33in.H, 350-Lb. Capacity",AMAZON CAPITAL SERVICES INC_US_70345775,547.17,Asheville,US_500-BAAN,USD,16GL-PN7L-LL4W
6/27/2024,2024,6,Q2,Q2-2024,Waste Management,Blanket PO for waste to energy,VLS RECOVERY SERVICES LLC_US_70653752,527.14,Asheville,US_500-BAAN,USD,094287
6/27/2024,2024,6,Q2,Q2-2024,Uniforms,Cintas Uniform Service Blanket for 2022,CINTAS #223_US_70680353,227.48,Asheville,US_500-BAAN,USD,4196821730
6/27/2024,2024,6,Q2,Q2-2024,Uniforms,Cintas Uniform Service Blanket for 2022,CINTAS #223_US_70680353,501.73,Asheville,US_500-BAAN,USD,4196821582
6/27/2024,2024,6,Q2,Q2-2024,Material Handling Equipment,"Global Industrial Flip Up Keyboard & Mouse Tray, 18""W, Black",GLOBAL INDUSTRIAL_US_70479642,89.23,Asheville,US_500-BAAN,USD,122065949
6/27/2024,2024,6,Q2,Q2-2024,Uniforms,Cintas Uniform Service Blanket for 2022,CINTAS #223_US_70680353,20.62,Asheville,US_500-BAAN,USD,4196821288
6/27/2024,2024,6,Q2,Q2-2024,Cable and Wire and Harness,"Heavy Duty Power Strip Surge Protector, 6 Outlet Industrial Power Strip with 15A, Shop Workshop Garden Metal Power Strip with 6FT Cord 1200 Joules ETL Listed. Yellow",AMAZON CAPITAL SERVICES INC_US_70345775,24.99,Asheville,US_500-BAAN,USD,14Y7-PV6T-L9CQ
6/27/2024,2024,6,Q2,Q2-2024,OEM - Kitting,"FM Approved Self-Closing Drum Faucet, Brass, 3/4 NPT Male Inlet, 13/16&quot;-27 UNF Female Outlet",MCMASTER-CARR SUPPLY CO_US_50004682,195.3,Asheville,US_500-BAAN,USD,29294172
6/27/2024,2024,6,Q2,Q2-2024,OEM - Kitting,"Polyethylene Plastic Drum Plug, 2 NPSM Male, Standard Plug, 3/4 NPSM Faucet Knockout",MCMASTER-CARR SUPPLY CO_US_50004682,104,Asheville,US_500-BAAN,USD,29294172
6/26/2024,2024,6,Q2,Q2-2024,Other Consumables and Supplies,SC100 - Ultrabake™ Caps,CAPLUGS LLC_US_70578641,299.95,Asheville,US_500-BAAN,USD,4771735
6/26/2024,2024,6,Q2,Q2-2024,Other Consumables and Supplies,UWPP-M5 - Ultrabake™ Washer Pull Plugs,CAPLUGS LLC_US_70578641,242.52,Asheville,US_500-BAAN,USD,4771735
6/26/2024,2024,6,Q2,Q2-2024,Waste Management,Biohazard Waste Management,STERICYCLE INC_US_258534,663.4,Asheville,US_500-BAAN,USD,8007517111
6/26/2024,2024,6,Q2,Q2-2024,Refrigeration components,NTX2180 semidirect suction compressor,NIDEC GLOBAL APPLIANCE NORTH AMERIC_US_70671924,1800,Asheville,US_500-BAAN,USD,350003002
6/26/2024,2024,6,Q2,Q2-2024,Production Equipment and Supplies,HLD6000 Leak Detector for Refrigerant,INFICON INC_US_70649868,13650,Asheville,US_500-BAAN,USD,71729248
6/26/2024,2024,6,Q2,Q2-2024,Production Equipment and Supplies,HLD5000 / HLD6000 Universal Smart Probe Complete,INFICON INC_US_70649868,3600,Asheville,US_500-BAAN,USD,71729248
6/26/2024,2024,6,Q2,Q2-2024,MRO Services,Rack Tubing,DAVE STEEL COMPANY_US_70649100,111.32,Asheville,US_500-BAAN,USD,W28835I-1
6/26/2024,2024,6,Q2,Q2-2024,Professional Services,Elevate Bio Klatu Subscriptions,KLATU NETWORKS INC_US_69770335,5398.8,Asheville,US_500-BAAN,USD,8062
6/26/2024,2024,6,Q2,Q2-2024,Professional Services,Inari Agriculture Klatu Subscriptions,KLATU NETWORKS INC_US_69770335,4417.2,Asheville,US_500-BAAN,USD,8063
6/26/2024,2024,6,Q2,Q2-2024,Professional Services,BioMarin Klatu Subscriptions,KLATU NETWORKS INC_US_69770335,17178,Asheville,US_500-BAAN,USD,8061
6/26/2024,2024,6,Q2,Q2-2024,Industrial Gases,Weekly Dry Ice Blanket PO,AIRGAS DRY ICE_US_231711,247.16,Asheville,US_500-BAAN,USD,9151205464
6/26/2024,2024,6,Q2,Q2-2024,MRO Services,QT 25935 PN 094212 || North East Precision,NORTH EAST PRECISION_US_70680239,1223.75,Asheville,US_500-BAAN,USD,56493
6/26/2024,2024,6,Q2,Q2-2024,MRO Services,Foam Recycling,FEED ME FOAM LLC_US_70923711,400,Asheville,US_500-BAAN,USD,FMFTFS2406
6/26/2024,2024,6,Q2,Q2-2024,Waste Management,Blanket PO for LDPE Foam recycling,FEED ME FOAM LLC_US_70923711,415.71,Asheville,US_500-BAAN,USD,FMFTFSLDPE1015
6/26/2024,2024,6,Q2,Q2-2024,Production Equipment and Supplies,Window,"WESCO DISTRIBUTION, INC.-CCA_US_70121904",443,Asheville,US_500-BAAN,USD,294473
6/26/2024,2024,6,Q2,Q2-2024,Production Equipment and Supplies,Blast Hose Assy,"WESCO DISTRIBUTION, INC.-CCA_US_70121904",498,Asheville,US_500-BAAN,USD,294473
6/26/2024,2024,6,Q2,Q2-2024,Site Equipment Spare Parts,VH400-N02,"WESCO DISTRIBUTION, INC.-CCA_US_70121904",171.58,Asheville,US_500-BAAN,USD,294475
6/26/2024,2024,6,Q2,Q2-2024,Site Equipment Spare Parts,VH400-N02,"WESCO DISTRIBUTION, INC.-CCA_US_70121904",171.58,Asheville,US_500-BAAN,USD,295202
6/26/2024,2024,6,Q2,Q2-2024,Site Equipment Spare Parts,destaco latch clamp 341,"WESCO DISTRIBUTION, INC.-CCA_US_70121904",141,Asheville,US_500-BAAN,USD,295268
6/26/2024,2024,6,Q2,Q2-2024,Electronic Components,Trimpot R23 resistance value issue of model PC1359X1,JABIL CIRCUIT SDN BHD_US_70449507,138.03,Asheville,US_500-BAAN,USD,9453312230
6/26/2024,2024,6,Q2,Q2-2024,Electronic Components,Purchased Parts ordering,JABIL CIRCUIT SDN BHD_US_70449507,5000,Asheville,US_500-BAAN,USD,9453128265
6/26/2024,2024,6,Q2,Q2-2024,Office Supplies,2000 PLUS CLASSIC LINE 2010/P,STAPLES BUSINESS ADVANTAGE_US_246182,77.3,Asheville,US_500-BAAN,USD,6005491139
6/26/2024,2024,6,Q2,Q2-2024,Other Consumables and Supplies,Ultra-Film 2 Lubricant 5 Gal Pail,DIGILUBE SYSTEMS INC_US_70578953,416,Asheville,US_500-BAAN,USD,99550
6/26/2024,2024,6,Q2,Q2-2024,Professional Services,LE MCP Professional Expenses-GPS(NA)-Q1'24 Delta,"CYIENT, INC._US_70663922",21621.6,Asheville,US_500-BAAN,USD,9700288160
6/26/2024,2024,6,Q2,Q2-2024,Professional Services,LE MCP Professional Expenses-GPS(Germany)-Q1'24 Delta,"CYIENT, INC._US_70663922",10718.4,Asheville,US_500-BAAN,USD,9700288160
6/26/2024,2024,6,Q2,Q2-2024,Professional Services,Cyient RM V&V Q2 24,"CYIENT, INC._US_70663922",7047.6,Asheville,US_500-BAAN,USD,9700290033
6/26/2024,2024,6,Q2,Q2-2024,Professional Services,Cyient POE Connectivity V&V Q2 2024,"CYIENT, INC._US_70663922",5997.6,Asheville,US_500-BAAN,USD,9700290044
6/26/2024,2024,6,Q2,Q2-2024,Professional Services,Cyient POE Connectivity V&V Q2 2024,"CYIENT, INC._US_70663922",6879.6,Asheville,US_500-BAAN,USD,9700290108
6/26/2024,2024,6,Q2,Q2-2024,IT Consultant Services,Staff Augmentation Labor,NTT DATA SERVICES LLC_US_70151491,5864.67,Asheville,US_500-BAAN,USD,9002720103
6/26/2024,2024,6,Q2,Q2-2024,OEM - Kitting,"3M Hot-Melt Glue Gun, Electric/Air-Powered, Model II",MCMASTER-CARR SUPPLY CO_US_50004682,1593.04,Asheville,US_500-BAAN,USD,29206081
6/25/2024,2024,6,Q2,Q2-2024,Office Supplies,"Printworks White Cardstock, Standard, 67 lb. Vellum, 92 Bright, 250 sheets, 8.5 x 11, For Office, Home & School Printing, Craft Projects (00564)",AMAZON CAPITAL SERVICES INC_US_70345775,13.14,Asheville,US_500-BAAN,USD,14GW-WC9W-C4KF
6/25/2024,2024,6,Q2,Q2-2024,Office Supplies,"Universal 21125 Top-Load Poly Sheet Protectors, Standard, Letter, Clear, 100/Box",AMAZON CAPITAL SERVICES INC_US_70345775,12.39,Asheville,US_500-BAAN,USD,1VQH-4TLC-9FL4
6/25/2024,2024,6,Q2,Q2-2024,Office Supplies,"Amazon Basics Clear Thermal Laminating Plastic Paper Laminator Sheets - 9 x 11.5-Inch, 200-Pack, 3mil",AMAZON CAPITAL SERVICES INC_US_70345775,19.68,Asheville,US_500-BAAN,USD,1GHQ-MQJV-7YRM
6/25/2024,2024,6,Q2,Q2-2024,Professional Services,Unity Biotechnology Klatu Subscriptions,KLATU NETWORKS INC_US_69770335,2821.3,Asheville,US_500-BAAN,USD,8057
6/25/2024,2024,6,Q2,Q2-2024,Professional Services,Polytemp Scientific Klatu Subscriptions,KLATU NETWORKS INC_US_69770335,245,Asheville,US_500-BAAN,USD,8064
6/25/2024,2024,6,Q2,Q2-2024,Professional Services,Dept of Health Hawaii Klatu Subscriptions,KLATU NETWORKS INC_US_69770335,2331.3,Asheville,US_500-BAAN,USD,8068
6/25/2024,2024,6,Q2,Q2-2024,MRO Services,ECR-004023 || TC1/TC2 230V/50Hz || Testing of TC2 and TC1 as per 61010-2-011 ,UL LLC_US_70425951,10500,Asheville,US_500-BAAN,USD,72020579865
6/25/2024,2024,6,Q2,Q2-2024,MRO Services,ECR-004023 TC1/TC2 230V/50Hz Condensing Unit UL Evaluation || IEC/EN 61010-1 Edition 3.1,UL LLC_US_70425951,6500,Asheville,US_500-BAAN,USD,72020579865
6/25/2024,2024,6,Q2,Q2-2024,Professional Services,American University Klatu Subscriptions,KLATU NETWORKS INC_US_69770335,49,Asheville,US_500-BAAN,USD,8059
6/25/2024,2024,6,Q2,Q2-2024,Professional Services,Shire Klatu Subscriptions,KLATU NETWORKS INC_US_69770335,2331.3,Asheville,US_500-BAAN,USD,8070
6/25/2024,2024,6,Q2,Q2-2024,Professional Services,Samsung Biologics Klatu Subscriptions,KLATU NETWORKS INC_US_69770335,981.6,Asheville,US_500-BAAN,USD,8065
6/25/2024,2024,6,Q2,Q2-2024,Professional Services,Cyient RM V&V Q2 24,"CYIENT, INC._US_70663922",7047.6,Asheville,US_500-BAAN,USD,9700290127
6/25/2024,2024,6,Q2,Q2-2024,Professional Services,Cyient POE AVL May 24,"CYIENT, INC._US_70663922",2306.85,Asheville,US_500-BAAN,USD,9700291614
6/25/2024,2024,6,Q2,Q2-2024,Professional Services,Cyient CS AVL Apr 24,"CYIENT, INC._US_70663922",22189.44,Asheville,US_500-BAAN,USD,9700290125
6/25/2024,2024,6,Q2,Q2-2024,Professional Services,Cyient POE AVL May 24,"CYIENT, INC._US_70663922",25373.2,Asheville,US_500-BAAN,USD,9700290107
6/25/2024,2024,6,Q2,Q2-2024,Professional Services,Cyient POE AVL Apr 24,"CYIENT, INC._US_70663922",24172,Asheville,US_500-BAAN,USD,9700290043
6/25/2024,2024,6,Q2,Q2-2024,Professional Services,Ilensys TC ASML Feb 2024,ILENSYS TECHNOLOGIES PRIVATE LIMITED_US_70054036,19184,Asheville,US_500-BAAN,USD,20803/2023-24
6/25/2024,2024,6,Q2,Q2-2024,Professional Services,LE MCP Professional Expenses-CTT(NA)-May'24,ILENSYS TECHNOLOGIES PRIVATE LIMITED_US_70054036,19370,Asheville,US_500-BAAN,USD,30202/2024-25
6/25/2024,2024,6,Q2,Q2-2024,Professional Services,LE MCP Professional Expenses-GPS(NA)-May'24,ILENSYS TECHNOLOGIES PRIVATE LIMITED_US_70054036,14076,Asheville,US_500-BAAN,USD,30202/2024-25
6/25/2024,2024,6,Q2,Q2-2024,Professional Services,LE MCP Professional Expenses-GPS(Germany)-May'24,ILENSYS TECHNOLOGIES PRIVATE LIMITED_US_70054036,17650,Asheville,US_500-BAAN,USD,30202/2024-25
